Volatility 3 Framework 2.26.2

PID	TID	Process	FD	Path	Device	Inode	Type	Mode	Changed	Modified	Accessed	Size
1049	1053	gmain	1	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1049	1053	gmain	2	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1049	1053	gmain	3	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1049	1053	gmain	4	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1049	1053	gmain	5	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1049	1053	gmain	6	socket:[37393]	0:9	37393	SOCK	srwxrwxrwx	-	-	-	0
1049	1053	gmain	7	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1049	1053	gmain	8	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1049	1053	gmain	9	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1049	1064	gdbus	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1049	1064	gdbus	1	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1049	1064	gdbus	2	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1049	1064	gdbus	3	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1049	1064	gdbus	4	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1049	1064	gdbus	5	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1049	1064	gdbus	6	socket:[37393]	0:9	37393	SOCK	srwxrwxrwx	-	-	-	0
1049	1064	gdbus	7	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1049	1064	gdbus	8	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1049	1064	gdbus	9	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1052	1052	rsyslogd	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1052	1052	rsyslogd	1	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1052	1052	rsyslogd	2	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1052	1052	rsyslogd	3	socket:[31140]	0:9	31140	SOCK	srwxrwxrwx	-	-	-	0
1052	1052	rsyslogd	4	/dev/urandom	0:6	11	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1052	1052	rsyslogd	5	/proc/kmsg	0:5	4026532031	REG	-r--------	2025-12-27 19:02:06.773291 UTC	2025-12-27 19:02:06.773291 UTC	2025-12-27 19:02:06.773291 UTC	0
1052	1052	rsyslogd	6	socket:[38602]	0:9	38602	SOCK	srwxrwxrwx	-	-	-	0
1052	1052	rsyslogd	7	/var/log/syslog	253:0	3468	REG	-rw-r-----	2025-12-27 21:49:04.405244 UTC	2025-12-27 21:49:04.405244 UTC	2025-12-27 19:23:23.727068 UTC	958474
1052	1052	rsyslogd	8	/var/log/kern.log	253:0	3473	REG	-rw-r-----	2025-12-27 21:49:03.893142 UTC	2025-12-27 21:49:03.893142 UTC	2025-12-27 19:02:10.081291 UTC	170965
1052	1052	rsyslogd	9	/var/log/auth.log	253:0	3474	REG	-rw-r-----	2025-12-27 21:49:03.889142 UTC	2025-12-27 21:49:03.889142 UTC	2025-12-27 19:23:23.731068 UTC	55706
1052	1091	in:imuxsock	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1052	1091	in:imuxsock	1	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1052	1091	in:imuxsock	2	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1052	1091	in:imuxsock	3	socket:[31140]	0:9	31140	SOCK	srwxrwxrwx	-	-	-	0
1052	1091	in:imuxsock	4	/dev/urandom	0:6	11	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1052	1091	in:imuxsock	5	/proc/kmsg	0:5	4026532031	REG	-r--------	2025-12-27 19:02:06.773291 UTC	2025-12-27 19:02:06.773291 UTC	2025-12-27 19:02:06.773291 UTC	0
1052	1091	in:imuxsock	6	socket:[38602]	0:9	38602	SOCK	srwxrwxrwx	-	-	-	0
1052	1091	in:imuxsock	7	/var/log/syslog	253:0	3468	REG	-rw-r-----	2025-12-27 21:49:04.405244 UTC	2025-12-27 21:49:04.405244 UTC	2025-12-27 19:23:23.727068 UTC	958474
1052	1091	in:imuxsock	8	/var/log/kern.log	253:0	3473	REG	-rw-r-----	2025-12-27 21:49:03.893142 UTC	2025-12-27 21:49:03.893142 UTC	2025-12-27 19:02:10.081291 UTC	170965
1052	1091	in:imuxsock	9	/var/log/auth.log	253:0	3474	REG	-rw-r-----	2025-12-27 21:49:03.889142 UTC	2025-12-27 21:49:03.889142 UTC	2025-12-27 19:23:23.731068 UTC	55706
1052	1092	in:imklog	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1052	1092	in:imklog	1	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1052	1092	in:imklog	2	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1052	1092	in:imklog	3	socket:[31140]	0:9	31140	SOCK	srwxrwxrwx	-	-	-	0
1052	1092	in:imklog	4	/dev/urandom	0:6	11	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1052	1092	in:imklog	5	/proc/kmsg	0:5	4026532031	REG	-r--------	2025-12-27 19:02:06.773291 UTC	2025-12-27 19:02:06.773291 UTC	2025-12-27 19:02:06.773291 UTC	0
1052	1092	in:imklog	6	socket:[38602]	0:9	38602	SOCK	srwxrwxrwx	-	-	-	0
1052	1092	in:imklog	7	/var/log/syslog	253:0	3468	REG	-rw-r-----	2025-12-27 21:49:04.405244 UTC	2025-12-27 21:49:04.405244 UTC	2025-12-27 19:23:23.727068 UTC	958474
1052	1092	in:imklog	8	/var/log/kern.log	253:0	3473	REG	-rw-r-----	2025-12-27 21:49:03.893142 UTC	2025-12-27 21:49:03.893142 UTC	2025-12-27 19:02:10.081291 UTC	170965
1052	1092	in:imklog	9	/var/log/auth.log	253:0	3474	REG	-rw-r-----	2025-12-27 21:49:03.889142 UTC	2025-12-27 21:49:03.889142 UTC	2025-12-27 19:23:23.731068 UTC	55706
1052	1093	rs:main Q:Reg	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1052	1093	rs:main Q:Reg	1	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1052	1093	rs:main Q:Reg	2	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1052	1093	rs:main Q:Reg	3	socket:[31140]	0:9	31140	SOCK	srwxrwxrwx	-	-	-	0
1052	1093	rs:main Q:Reg	4	/dev/urandom	0:6	11	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1052	1093	rs:main Q:Reg	5	/proc/kmsg	0:5	4026532031	REG	-r--------	2025-12-27 19:02:06.773291 UTC	2025-12-27 19:02:06.773291 UTC	2025-12-27 19:02:06.773291 UTC	0
1052	1093	rs:main Q:Reg	6	socket:[38602]	0:9	38602	SOCK	srwxrwxrwx	-	-	-	0
1052	1093	rs:main Q:Reg	7	/var/log/syslog	253:0	3468	REG	-rw-r-----	2025-12-27 21:49:04.405244 UTC	2025-12-27 21:49:04.405244 UTC	2025-12-27 19:23:23.727068 UTC	958474
1052	1093	rs:main Q:Reg	8	/var/log/kern.log	253:0	3473	REG	-rw-r-----	2025-12-27 21:49:03.893142 UTC	2025-12-27 21:49:03.893142 UTC	2025-12-27 19:02:10.081291 UTC	170965
1052	1093	rs:main Q:Reg	9	/var/log/auth.log	253:0	3474	REG	-rw-r-----	2025-12-27 21:49:03.889142 UTC	2025-12-27 21:49:03.889142 UTC	2025-12-27 19:23:23.731068 UTC	55706
1056	1056	snapd	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1056	1056	snapd	1	socket:[37624]	0:9	37624	SOCK	srwxrwxrwx	-	-	-	0
1056	1056	snapd	2	socket:[37624]	0:9	37624	SOCK	srwxrwxrwx	-	-	-	0
1056	1056	snapd	4	socket:[36796]	0:9	36796	SOCK	srwxrwxrwx	-	-	-	0
1056	1056	snapd	5	/var/lib/snapd/state.lock	253:0	3004	REG	-rw-r--r--	2025-12-27 18:52:30.098087 UTC	2023-03-14 22:43:57.000000 UTC	2025-12-27 18:52:30.098087 UTC	0
1056	1056	snapd	6	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1056	1056	snapd	7	pipe:[36471]	0:13	36471	FIFO	prw-------	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	0
1056	1056	snapd	8	pipe:[36471]	0:13	36471	FIFO	prw-------	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	0
1056	1056	snapd	9	socket:[36230]	0:9	36230	SOCK	srwxrwxrwx	-	-	-	0
1056	1056	snapd	10	socket:[36232]	0:9	36232	SOCK	srwxrwxrwx	-	-	-	0
1056	1056	snapd	11	pipe:[36797]	0:13	36797	FIFO	prw-------	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	0
1056	1056	snapd	12	pipe:[36797]	0:13	36797	FIFO	prw-------	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	0
1056	1056	snapd	14	socket:[42189]	0:9	42189	SOCK	srwxrwxrwx	-	-	-	0
1056	1067	snapd	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1056	1067	snapd	1	socket:[37624]	0:9	37624	SOCK	srwxrwxrwx	-	-	-	0
1056	1067	snapd	2	socket:[37624]	0:9	37624	SOCK	srwxrwxrwx	-	-	-	0
1056	1067	snapd	4	socket:[36796]	0:9	36796	SOCK	srwxrwxrwx	-	-	-	0
1056	1067	snapd	5	/var/lib/snapd/state.lock	253:0	3004	REG	-rw-r--r--	2025-12-27 18:52:30.098087 UTC	2023-03-14 22:43:57.000000 UTC	2025-12-27 18:52:30.098087 UTC	0
1056	1067	snapd	6	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1056	1067	snapd	7	pipe:[36471]	0:13	36471	FIFO	prw-------	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	0
1056	1067	snapd	8	pipe:[36471]	0:13	36471	FIFO	prw-------	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	0
1056	1067	snapd	9	socket:[36230]	0:9	36230	SOCK	srwxrwxrwx	-	-	-	0
1056	1067	snapd	10	socket:[36232]	0:9	36232	SOCK	srwxrwxrwx	-	-	-	0
1056	1067	snapd	11	pipe:[36797]	0:13	36797	FIFO	prw-------	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	0
1056	1067	snapd	12	pipe:[36797]	0:13	36797	FIFO	prw-------	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	0
1056	1067	snapd	14	socket:[42189]	0:9	42189	SOCK	srwxrwxrwx	-	-	-	0
1056	1068	snapd	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1056	1068	snapd	1	socket:[37624]	0:9	37624	SOCK	srwxrwxrwx	-	-	-	0
1056	1068	snapd	2	socket:[37624]	0:9	37624	SOCK	srwxrwxrwx	-	-	-	0
1056	1068	snapd	4	socket:[36796]	0:9	36796	SOCK	srwxrwxrwx	-	-	-	0
1056	1068	snapd	5	/var/lib/snapd/state.lock	253:0	3004	REG	-rw-r--r--	2025-12-27 18:52:30.098087 UTC	2023-03-14 22:43:57.000000 UTC	2025-12-27 18:52:30.098087 UTC	0
1056	1068	snapd	6	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1056	1068	snapd	7	pipe:[36471]	0:13	36471	FIFO	prw-------	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	0
1056	1068	snapd	8	pipe:[36471]	0:13	36471	FIFO	prw-------	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	0
1056	1068	snapd	9	socket:[36230]	0:9	36230	SOCK	srwxrwxrwx	-	-	-	0
1056	1068	snapd	10	socket:[36232]	0:9	36232	SOCK	srwxrwxrwx	-	-	-	0
1056	1068	snapd	11	pipe:[36797]	0:13	36797	FIFO	prw-------	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	0
1056	1068	snapd	12	pipe:[36797]	0:13	36797	FIFO	prw-------	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	0
1056	1068	snapd	14	socket:[42189]	0:9	42189	SOCK	srwxrwxrwx	-	-	-	0
1056	1078	snapd	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1056	1078	snapd	1	socket:[37624]	0:9	37624	SOCK	srwxrwxrwx	-	-	-	0
1056	1078	snapd	2	socket:[37624]	0:9	37624	SOCK	srwxrwxrwx	-	-	-	0
1056	1078	snapd	4	socket:[36796]	0:9	36796	SOCK	srwxrwxrwx	-	-	-	0
1056	1078	snapd	5	/var/lib/snapd/state.lock	253:0	3004	REG	-rw-r--r--	2025-12-27 18:52:30.098087 UTC	2023-03-14 22:43:57.000000 UTC	2025-12-27 18:52:30.098087 UTC	0
1056	1078	snapd	6	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1056	1078	snapd	7	pipe:[36471]	0:13	36471	FIFO	prw-------	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	0
1056	1078	snapd	8	pipe:[36471]	0:13	36471	FIFO	prw-------	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	0
1056	1078	snapd	9	socket:[36230]	0:9	36230	SOCK	srwxrwxrwx	-	-	-	0
1056	1078	snapd	10	socket:[36232]	0:9	36232	SOCK	srwxrwxrwx	-	-	-	0
1056	1078	snapd	11	pipe:[36797]	0:13	36797	FIFO	prw-------	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	0
1056	1078	snapd	12	pipe:[36797]	0:13	36797	FIFO	prw-------	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	0
1056	1078	snapd	14	socket:[42189]	0:9	42189	SOCK	srwxrwxrwx	-	-	-	0
1056	1079	snapd	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1056	1079	snapd	1	socket:[37624]	0:9	37624	SOCK	srwxrwxrwx	-	-	-	0
1056	1079	snapd	2	socket:[37624]	0:9	37624	SOCK	srwxrwxrwx	-	-	-	0
1056	1079	snapd	4	socket:[36796]	0:9	36796	SOCK	srwxrwxrwx	-	-	-	0
1056	1079	snapd	5	/var/lib/snapd/state.lock	253:0	3004	REG	-rw-r--r--	2025-12-27 18:52:30.098087 UTC	2023-03-14 22:43:57.000000 UTC	2025-12-27 18:52:30.098087 UTC	0
1056	1079	snapd	6	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1056	1079	snapd	7	pipe:[36471]	0:13	36471	FIFO	prw-------	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	0
1056	1079	snapd	8	pipe:[36471]	0:13	36471	FIFO	prw-------	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	0
1056	1079	snapd	9	socket:[36230]	0:9	36230	SOCK	srwxrwxrwx	-	-	-	0
1056	1079	snapd	10	socket:[36232]	0:9	36232	SOCK	srwxrwxrwx	-	-	-	0
1056	1079	snapd	11	pipe:[36797]	0:13	36797	FIFO	prw-------	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	0
1056	1079	snapd	12	pipe:[36797]	0:13	36797	FIFO	prw-------	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	0
1056	1079	snapd	14	socket:[42189]	0:9	42189	SOCK	srwxrwxrwx	-	-	-	0
1056	1080	snapd	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1056	1080	snapd	1	socket:[37624]	0:9	37624	SOCK	srwxrwxrwx	-	-	-	0
1056	1080	snapd	2	socket:[37624]	0:9	37624	SOCK	srwxrwxrwx	-	-	-	0
1056	1080	snapd	4	socket:[36796]	0:9	36796	SOCK	srwxrwxrwx	-	-	-	0
1056	1080	snapd	5	/var/lib/snapd/state.lock	253:0	3004	REG	-rw-r--r--	2025-12-27 18:52:30.098087 UTC	2023-03-14 22:43:57.000000 UTC	2025-12-27 18:52:30.098087 UTC	0
1056	1080	snapd	6	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1056	1080	snapd	7	pipe:[36471]	0:13	36471	FIFO	prw-------	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	0
1056	1080	snapd	8	pipe:[36471]	0:13	36471	FIFO	prw-------	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	0
1056	1080	snapd	9	socket:[36230]	0:9	36230	SOCK	srwxrwxrwx	-	-	-	0
1056	1080	snapd	10	socket:[36232]	0:9	36232	SOCK	srwxrwxrwx	-	-	-	0
1056	1080	snapd	11	pipe:[36797]	0:13	36797	FIFO	prw-------	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	0
1056	1080	snapd	12	pipe:[36797]	0:13	36797	FIFO	prw-------	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	0
1056	1080	snapd	14	socket:[42189]	0:9	42189	SOCK	srwxrwxrwx	-	-	-	0
1056	1143	snapd	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1056	1143	snapd	1	socket:[37624]	0:9	37624	SOCK	srwxrwxrwx	-	-	-	0
1056	1143	snapd	2	socket:[37624]	0:9	37624	SOCK	srwxrwxrwx	-	-	-	0
1056	1143	snapd	4	socket:[36796]	0:9	36796	SOCK	srwxrwxrwx	-	-	-	0
1056	1143	snapd	5	/var/lib/snapd/state.lock	253:0	3004	REG	-rw-r--r--	2025-12-27 18:52:30.098087 UTC	2023-03-14 22:43:57.000000 UTC	2025-12-27 18:52:30.098087 UTC	0
1056	1143	snapd	6	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1056	1143	snapd	7	pipe:[36471]	0:13	36471	FIFO	prw-------	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	0
1056	1143	snapd	8	pipe:[36471]	0:13	36471	FIFO	prw-------	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	0
1056	1143	snapd	9	socket:[36230]	0:9	36230	SOCK	srwxrwxrwx	-	-	-	0
1056	1143	snapd	10	socket:[36232]	0:9	36232	SOCK	srwxrwxrwx	-	-	-	0
1056	1143	snapd	11	pipe:[36797]	0:13	36797	FIFO	prw-------	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	0
1056	1143	snapd	12	pipe:[36797]	0:13	36797	FIFO	prw-------	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	0
1056	1143	snapd	14	socket:[42189]	0:9	42189	SOCK	srwxrwxrwx	-	-	-	0
1056	1144	snapd	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1056	1144	snapd	1	socket:[37624]	0:9	37624	SOCK	srwxrwxrwx	-	-	-	0
1056	1144	snapd	2	socket:[37624]	0:9	37624	SOCK	srwxrwxrwx	-	-	-	0
1056	1144	snapd	4	socket:[36796]	0:9	36796	SOCK	srwxrwxrwx	-	-	-	0
1056	1144	snapd	5	/var/lib/snapd/state.lock	253:0	3004	REG	-rw-r--r--	2025-12-27 18:52:30.098087 UTC	2023-03-14 22:43:57.000000 UTC	2025-12-27 18:52:30.098087 UTC	0
1056	1144	snapd	6	anon_inode:[12452]	0:14	12452	-	?rw-------	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	2025-12-27 19:02:00.452000 UTC	0
1056	1144	snapd	7	pipe:[36471]	0:13	36471	FIFO	prw-------	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	0
1056	1144	snapd	8	pipe:[36471]	0:13	36471	FIFO	prw-------	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	2025-12-27 21:39:23.782865 UTC	0
1056	1144	snapd	9	socket:[36230]	0:9	36230	SOCK	srwxrwxrwx	-	-	-	0
1056	1144	snapd	10	socket:[36232]	0:9	36232	SOCK	srwxrwxrwx	-	-	-	0
1056	1144	snapd	11	pipe:[36797]	0:13	36797	FIFO	prw-------	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	0
1056	1144	snapd	12	pipe:[36797]	0:13	36797	FIFO	prw-------	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	2025-12-27 19:02:10.917291 UTC	0
1056	1144	snapd	14	socket:[42189]	0:9	42189	SOCK	srwxrwxrwx	-	-	-	0
1056	1145	snapd	0	/dev/null	0:6	6	CHR	crw-rw-rw-	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	2025-12-27 19:02:05.793291 UTC	0
1056	1145	snapd	1	socket:[37624]	0:9	37624	SOCK	srwxrwxrwx	-	-	-	0
1056	1145	snapd	2	socket:[37624]	0:9	37624	SOCK	srwxrwxrwx	-	-	-	0
1056	1145	snapd	4	socket:[36796]	0:9	36796	SOCK	srwxrwxrwx	-	-	-	0
